fec.gov
title,Two Year Summary
description,2016 Operating Expenditures
timestamp,Sun Sep 18 19:27:51 GMT 2016
copyright,"Copyright 2012, Federal Election Commission."
cmte_id,C00580100
cmte_nm,DONALD J. TRUMP FOR PRESIDENT, INC.
"Payee Name","Purpose","City","State","Zip","Payment Date","Amount","Memo Code","Report Type","Report Year","Image Number","Transaction Code","Other Id","Candidate Id","Transaction PGI",
"ADAMS, ASHTON","PAYROLL","NEW YORK","NY","10022","03/31/2016","$2,250.00","","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014964926","","","","P",
"ADAMS, ASHTON","PAYROLL","NEW YORK","NY","10022","04/14/2016","$2,250.00","","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007347","","","","P",
"ADAMS, ASHTON","PAYROLL","NEW YORK","NY","10022","04/28/2016","$2,250.00","","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007347","","","","P",
"ADAMS, ASHTON","PAYROLL","NEW YORK","NY","10022","05/13/2016","$2,250.00","","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018596634","","","","P",
"ADAMS, ASHTON","PAYROLL","NEW YORK","NY","10022","05/31/2016","$2,250.00","","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018596634","","","","P",
"ADAMS, ASHTON","PAYROLL","NEW YORK","NY","10022","07/14/2016","$2,250.00","","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023700806","","","","P",
"ADAMS, ASHTON","PAYROLL","NEW YORK","NY","10022","07/29/2016","$2,250.00","","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023700806","","","","P",
"ADAMS, ASHTON","PAYROLL","NEW YORK","NY","10022","06/15/2016","$2,250.00","","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798602","","","","P",
"ADAMS, ASHTON","PAYROLL","NEW YORK","NY","10022","06/30/2016","$2,250.00","","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798602","","","","P",
"ADKINS, JON","FIELD CONSULTING","LONDONDERRY","NH","03053","05/11/2016","$3,000.00","","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018596634","","","","P",
"ADOBE, DANIEL","SECURITY SERVICES","FORT WORTH","TX","76102","02/25/2016","$332.00","","M3","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201603209011931673","","","","P",
"ADOLPHUS HOTEL","TRAVEL: LODGING [MAHROUM: SB23.1163588]","DALLAS","TX","75202","05/12/2016","$496.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798602","","","","P",
"ADVANCED AUTOMATION TECHNIQUES, INC.","FIELD CONSULTING","LOUISVILLE","KY","40222","03/29/2016","$5,000.00","","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014964926","","","","P",
"ADVANCED AVIATION TEAM","TRAVEL: AIR","WASHINGTON","DC","20009","02/17/2016","$13,285.00","","M3","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201603209011931673","","","","P",
"ADVANCED AVIATION TEAM","TRAVEL: AIR","WASHINGTON","DC","20009","05/23/2016","$214,374.00","","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018596635","","","","P",
"ADVANCED AVIATION TEAM","TRAVEL: AIR","WASHINGTON","DC","20009","05/31/2016","$252,000.00","","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018596635","","","","P",
"ADVANCED AVIATION TEAM","TRAVEL: AIR","WASHINGTON","DC","20009","06/30/2016","$45,146.00","","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798603","","","","P",
"ADVANCED BUSINESS GROUP, INC.","TTW - PRINTING: POST CARDS [MILLER: SB23.6224]","NEW YORK","NY","10018","05/15/2015","$443.00","X","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201507159000184816","","","","P",
"AE PRODUCTIONS","AUDIO VISUAL SERVICES [AMEX: SB23.11631135]","ALBUQUERQUE","NM","87107","05/24/2016","$21,799.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798603","","","","P",
"AGUILETA, ADRIANA","SECURITY SERVICES","FORT WORTH","TX","76102","02/25/2016","$332.00","","M3","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201603209011931673","","","","P",
"AIR BNB","TRAVEL: LODGING [MAHROUM: SB23.248887]","SAN FRANCISCO","CA","94103","12/08/2015","$56.00","X","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280155","","","","P",
"AIR BNB","TRAVEL: LODGING [MAHROUM: SB23.248887]","SAN FRANCISCO","CA","94103","12/08/2015","$84.00","X","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280155","","","","P",
"AIR BNB","TRAVEL: LODGING [MAHROUM: SB23.248887]","SAN FRANCISCO","CA","94103","12/08/2015","$56.00","X","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280156","","","","P",
"AIR BNB","TRAVEL: LODGING [MAHROUM: SB23.248887]","SAN FRANCISCO","CA","94103","12/08/2015","$73.00","X","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280156","","","","P",
"AIR CHARTER TEAM","TRAVEL: AIR","KANSAS CITY","MO","64116","07/26/2016","$73,046.00","","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023700807","","","","G",
"AIR CHARTER TEAM","TRAVEL: AIR","KANSAS CITY","MO","64116","07/28/2016","$38,502.00","","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023700807","","","","P",
"AIR CHARTER TEAM","TRAVEL: AIR","KANSAS CITY","MO","64116","07/29/2016","$132,018.00","","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023700807","","","","G",
"AIR CHARTER TEAM","TRAVEL: AIR","KANSAS CITY","MO","64116","06/10/2016","$242,641.00","","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798603","","","","P",
"AIR CHARTER TEAM","TRAVEL: AIR","KANSAS CITY","MO","64116","06/21/2016","$157,004.00","","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798604","","","","P",
"AIR FRANCE","TRAVEL: AIR [POWERS: SB23.1615391]","NEW YORK","NY","10019","06/26/2016","$781.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023700808","","","","P",
"AIRBNB","TRAVEL: LODGING [AMEX: SB23.288951]","SAN FRANCISCO","CA","94103","12/23/2015","$1,086.00","X","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008575927","","","","P",
"AIRBNB","TRAVEL: LODGING [AMEX: SB23.362557]","SAN FRANCISCO","CA","94103","01/24/2016","$275.00","X","M3","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201603209011931674","","","","P",
"AIRCRAFT CHARTER MANAGEMENT EXPERTS","TRAVEL: AIR","NASHVILLE","TN","37217","02/04/2016","$21,550.00","","M3","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201603209011931674","","","","P",
"AIRPORT EXECUTIVE OF PALM BEACH","TRAVEL: GROUND TRANSPORTATION [LOCETTA: SB23.514258]","WEST PALM BEACH","FL","33409","03/20/2016","$491.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007347","","","","P",
"AIRPORT PLAZA ASSOCIATES","RENT","PROVIDENCE","RI","02903","04/07/2016","$1,000.00","","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007348","","","","P",
"ALABAMA FLAG & BANNER","PRINTING AND DESIGN SERVICES [AMEX: SB23.455063]","HUNTSVILLE","AL","35805","02/26/2016","$1,576.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014964926","","","","P",
"ALABAMA REPUBLICAN PARTY","BALLOT ACCESS FEE [AMEX: SB23.248392]","BIRMINGHAM","AL","35216","11/05/2015","$300.00","X","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280156","","","","P",
"ALAMO CAR RENTAL","TRAVEL: CAR RENTAL [TRUMP JR.: SB23.514274]","DES MOINES","IA","50321","01/10/2016","$479.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007348","","","","P",
"ALAMO DRAFTHOUSE","TRAVEL: FOOD [MAHROUM: SB23.248887]","AUSTIN","TX","78704","12/08/2015","$16.00","X","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280157","","","","P",
"ALAN COBB & ASSOCIATES","BALLOT ACCESS CONSULTING","TOPEKA","KS","66614","10/05/2015","$10,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280157","","","","P",
"ALAN COBB & ASSOCIATES","BALLOT ACCESS CONSULTING","TOPEKA","KS","66614","11/03/2015","$12,576.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280157","","","","P",
"ALAN COBB & ASSOCIATES","BALLOT ACCESS CONSULTING","TOPEKA","KS","66614","12/03/2015","$18,305.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280158","","","","P",
"ALAN COBB & ASSOCIATES","BALLOT ACCESS CONSULTING","TOPEKA","KS","66614","01/12/2016","$19,336.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008575927","","","","P",
"ALAN COBB & ASSOCIATES","BALLOT ACCESS CONSULTING","TOPEKA","KS","66614","01/30/2016","$10,000.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008575928","","","","P",
"ALAN COBB & ASSOCIATES","BALLOT ACCESS CONSULTING","TOPEKA","KS","66614","02/24/2016","$6,612.00","","M3","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201603209011931674","","","","P",
"ALAN COBB & ASSOCIATES","BALLOT ACCESS CONSULTING","TOPEKA","KS","66614","03/17/2016","$10,000.00","","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014964927","","","","P",
"ALAN COBB & ASSOCIATES","BALLOT ACCESS CONSULTING","TOPEKA","KS","66614","03/17/2016","$6,605.00","","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014964927","","","","P",
"ALAN COBB & ASSOCIATES","BALLOT ACCESS CONSULTING","TOPEKA","KS","66614","04/06/2016","$20,659.00","","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007348","","","","P",
"ALAN COBB & ASSOCIATES","BALLOT ACCESS CONSULTING","TOPEKA","KS","66614","05/11/2016","$10,000.00","","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018596635","","","","P",
"ALAN COBB & ASSOCIATES","BALLOT ACCESS CONSULTING","TOPEKA","KS","66614","05/27/2016","$8,895.00","","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018596636","","","","P",
"ALAN COBB & ASSOCIATES","TTW - STRATEGY CONSULTING","TOPEKA","KS","66614","04/10/2015","$10,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201507159000184816","","","","P",
"ALAN COBB & ASSOCIATES","TTW - STRATEGY CONSULTING","TOPEKA","KS","66614","05/05/2015","$10,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201507159000184817","","","","P",
"ALAN COBB & ASSOCIATES","TTW - STRATEGY CONSULTING","TOPEKA","KS","66614","05/31/2015","$10,000.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201507159000184817","","","","P",
"ALAN COBB & ASSOCIATES","TTW - STRATEGY CONSULTING","TOPEKA","KS","66614","06/16/2015","$1,578.00","","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201507159000184817","","","","P",
"ALAN COBB & ASSOCIATES","BALLOT ACCESS CONSULTING","TOPEKA","KS","66614","07/26/2016","$19,518.00","","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023700808","","","","P",
"ALAN COBB & ASSOCIATES","BALLOT ACCESS CONSULTING","TOPEKA","KS","66614","06/16/2016","$12,361.00","","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798604","","","","P",
"ALAN COBB & ASSOCIATES","STRATEGY CONSULTING","TOPEKA","KS","66614","07/03/2015","$10,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291099","","","","P",
"ALAN COBB & ASSOCIATES","STRATEGY CONSULTING","TOPEKA","KS","66614","07/22/2015","$6,220.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291099","","","","P",
"ALAN COBB & ASSOCIATES","STRATEGY CONSULTING","TOPEKA","KS","66614","08/06/2015","$10,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291099","","","","P",
"ALAN COBB & ASSOCIATES","STRATEGY CONSULTING","TOPEKA","KS","66614","09/03/2015","$10,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291100","","","","P",
"ALAN COBB & ASSOCIATES","STRATEGY CONSULTING","TOPEKA","KS","66614","09/22/2015","$1,995.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291100","","","","P",
"ALASKA AIRLINES","TRAVEL: AIR [AMEX: SB23.455065]","SEATTLE","WA","98158","02/26/2016","$1,046.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014964927","","","","P",
"ALASKA AIRLINES","TRAVEL: AIR [AMEX: SB23.455065]","SEATTLE","WA","98158","02/26/2016","$1,046.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014964928","","","","P",
"ALASKA AIRLINES","REFUND: TRAVEL: AIR [AMEX: SB23.513914]","SEATTLE","WA","98158","02/26/2016","($1,046.00)","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007349","","","","P",
"ALASKA AIRLINES","REFUND: TRAVEL: AIR [AMEX: SB23.513914]","SEATTLE","WA","98158","02/26/2016","($1,046.00)","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007349","","","","P",
"ALASKA AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","SEATTLE","WA","98158","03/14/2016","$1,009.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007349","","","","P",
"ALASKA AIRLINES INC.","TRAVEL: AIR [AMEX: SB23.599732]","SEATTLE","WA","98158","04/22/2016","$288.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018596636","","","","P",
"ALASKA AIRLINES INC.","TRAVEL: AIR","SEATTLE","WA","98158","05/04/2016","$221.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798604","","","","P",
"ALASKA AIRLINES INC.","TRAVEL: AIR","SEATTLE","WA","98158","05/05/2016","$221.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798605","","","","P",
"ALASKA AIRLINES INC.","TRAVEL: AIR [AMEX: SB23.11631135]","SEATTLE","WA","98158","05/06/2016","$364.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798605","","","","P",
"ALASKA AIRLINES INC.","TRAVEL: AIR [AMEX: SB23.11631135]","SEATTLE","WA","98158","05/09/2016","$361.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798605","","","","P",
"ALASKA AIRLINES INC.","TRAVEL: AIR [AMEX: SB23.11631135]","SEATTLE","WA","98158","05/09/2016","$322.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798606","","","","P",
"ALASKA AIRLINES INC.","TRAVEL: AIR [AMEX: SB23.11631135]","SEATTLE","WA","98158","05/15/2016","$364.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798606","","","","P",
"ALASKA AIRLINES INC.","TRAVEL: AIR [AMEX: SB23.11631135]","SEATTLE","WA","98158","05/15/2016","$359.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798606","","","","P",
"ALASKA AIRLINES INC.","TRAVEL: AIR [AMEX: SB23.11631135]","SEATTLE","WA","98158","05/16/2016","$496.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798607","","","","P",
"ALASKA AIRLINES INC.","TRAVEL: AIR [AMEX: SB23.11631135]","SEATTLE","WA","98158","05/22/2016","$364.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798607","","","","P",
"ALASKA AIRLINES INC.","TRAVEL: AIR","SEATTLE","WA","98158","05/23/2016","$242.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798607","","","","P",
"ALASKA AIRLINES INC.","TRAVEL: AIR","SEATTLE","WA","98158","05/23/2016","$242.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798608","","","","P",
"ALASKA AIRLINES INC.","TRAVEL: AIR","SEATTLE","WA","98158","05/23/2016","$242.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798608","","","","P",
"ALASKA REPUBLICAN PARTY","EVENT REGISTRATION FEES","ANCHORAGE","AK","99503","04/28/2016","$250.00","","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007350","","","","P",
"ALBANY MARRIOTT","TRAVEL: LODGING [AMEX: SB23.599732]","ALBANY","NY","12205","04/13/2016","$262.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018596636","","","","P",
"ALBRIGHT, GREG","IN-KIND: RENT","TOLEDO","OH","43604","03/31/2016","$1,600.00","","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014964928","","","","P",
"ALBUQUERQUE CONVENTION CENTER","FACILITY RENTAL [AMEX: SB23.11631135]","ALBUQUERQUE","NM","87102","05/19/2016","$13,000.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798608","","","","P",
"ALEXANDER, JOE","TRAVEL: MILEAGE [ALEXANDER: SB23.455462]","NEW YORK","NY","10022","12/01/2015","$1,895.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014964928","","","","P",
"ALEXANDER, JOE","TRAVEL EXPENSE REIMBURSEMENT: ITEMIZATION BELOW IF REQUIRED","CLINTON","IL","61727","03/30/2016","$2,178.00","","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014964929","","","","P",
"ALEXANDER, JOE","TRAVEL EXPENSE REIMBURSEMENT: ITEMIZATION BELOW IF REQUIRED","NEW YORK","NY","10022","07/26/2016","$389.00","","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023700808","","","","P",
"ALEXANDER, JOSEPH","PAYROLL","NEW YORK","NY","10022","02/12/2016","$1,500.00","","M3","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201603209011931675","","","","P",
"ALEXANDER, JOSEPH","PAYROLL","NEW YORK","NY","10022","02/12/2016","$2,469.00","","M3","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201603209011931675","","","","P",
"ALEXANDER, JOSEPH","PAYROLL","NEW YORK","NY","10022","02/29/2016","$1,500.00","","M3","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201603209011931675","","","","P",
"ALEXANDER, JOSEPH","PAYROLL","NEW YORK","NY","10022","03/15/2016","$1,500.00","","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014964929","","","","P",
"ALEXANDER, JOSEPH","PAYROLL","NEW YORK","NY","10022","03/31/2016","$1,500.00","","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014964929","","","","P",
"ALEXANDER, JOSEPH","PAYROLL","NEW YORK","NY","10022","04/14/2016","$1,500.00","","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007350","","","","P",
"ALEXANDER, JOSEPH","PAYROLL","NEW YORK","NY","10022","04/28/2016","$1,500.00","","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007350","","","","P",
"ALEXANDER, JOSEPH","PAYROLL","NEW YORK","NY","10022","05/13/2016","$1,500.00","","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018596637","","","","P",
"ALEXANDER, JOSEPH","PAYROLL","NEW YORK","NY","10022","05/31/2016","$1,500.00","","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018596637","","","","P",
"ALEXANDER, JOSEPH","PAYROLL","NEW YORK","NY","10022","07/14/2016","$1,500.00","","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023700809","","","","P",
"ALEXANDER, JOSEPH","PAYROLL","NEW YORK","NY","10022","07/29/2016","$1,500.00","","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023700809","","","","P",
"ALEXANDER, JOSEPH","PAYROLL","NEW YORK","NY","10022","06/15/2016","$1,500.00","","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798609","","","","P",
"ALEXANDER, JOSEPH","TRAVEL EXPENSE REIMBURSEMENT: ITEMIZATION BELOW IF REQUIRED","NEW YORK","NY","10022","06/16/2016","$1,736.00","","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798609","","","","P",
"ALEXANDER, JOSEPH","TRAVEL: MILEAGE [ALEXANDER: SB23.1163560]","NEW YORK","NY","10022","06/16/2016","$652.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798609","","","","P",
"ALEXANDER, JOSEPH","TRAVEL EXPENSE REIMBURSEMENT: ITEMIZATION BELOW IF REQUIRED","NEW YORK","NY","10022","06/24/2016","$911.00","","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798610","","","","P",
"ALEXANDER, JOSEPH","PAYROLL","NEW YORK","NY","10022","06/30/2016","$1,500.00","","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798610","","","","P",
"ALL ACCESS PRODUCTION","AUDIO VISUAL SERVICES [AMEX: SB23.11631135]","SPOKANE","WA","99202","05/10/2016","$2,339.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798610","","","","P",
"ALL CONVENTION & EXPO SERVICES","EQUIPMENT RENTAL","KNOXVILLE","TN","37950","01/31/2016","$819.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008575928","","","","P",
"ALL OCCASIONS PARTY RENTAL","EQUIPMENT RENTAL [AMEX: SB23.1615120]","PITTSBURGH","PA","15201","06/27/2016","$1,001.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023700810","","","","P",
"ALL STAGE & SOUND INC.","EVENT STAGING EXPENSE [DAMELINCOURT: SB23.455494]","GAITHERSBURG","MD","20882","03/28/2016","$1,819.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014964930","","","","P",
"ALL WAYS STUCK ON YOU SIGNS & GRAPHICS","PRINTING AND DESIGN SERVICES","MYRTLE BEACH","SC","29577","01/20/2016","$594.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008575928","","","","P",
"ALLEGRA MARKETING PRINT MAIL","PRINTING & DESIGN SERVICES [AMEX: SB23.11631135]","ASHEVILLE","NC","28801","05/02/2016","$577.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798611","","","","P",
"ALLEGRA PRINT AND IMAGING","PRINTING & DESIGN SERVICES [AMEX: SB23.248392]","RENO","NV","89511","10/29/2015","$1,372.00","X","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280158","","","","P",
"ALLEN COUNTY WAR MEMORIAL COLISEUM","FACILITY RENTAL [AMEX: SB23.11631135]","FORT WAYNE","IN","46805","04/29/2016","$15,000.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798611","","","","P",
"ALLEN COUNTY WAR MEMORIAL COLISEUM","FACILITY RENTAL [AMEX: SB23.11631135]","FORT WAYNE","IN","46805","05/04/2016","$7,249.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798611","","","","P",
"ALLIANCE AUDIO VISUAL","AUDIO VISUAL SERVICES [AMEX: SB23.1615120]","SANTA FE","NM","87507","06/21/2016","$1,018.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023700809","","","","P",
"ALLIANCE AUDIO VISUAL","AUDIO VISUAL SERVICES","ALBUQUERQUE","NM","87107","06/16/2016","$1,018.00","","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798612","","","","P",
"ALLIED PRODUCTIONS AND SALES","AUDIO VISUAL SERVICES","INVER GROVE HEIGHTS","MN","55076","04/18/2016","$14,975.00","","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007351","","","","P",
